contaminante,data_value,measure_info,fecha,Barrio,latitud,longitud
Outdoor Air Toxics - Benzene,2.7,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,4.0,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.0,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,2.3,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Formaldehyde,2.7,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,3.6,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,3.4,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,2.4,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,1.8,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,2.9,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,5.3,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,4.3,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,4.0,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.3,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,2.4,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.3,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,1.7,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,4.7,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,4.1,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.5,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,3.2,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,3.4,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,4.2,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,1.9,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.7,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,3.6,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,2.3,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.4,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.9,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,3.5,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,4.5,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.0,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,3.9,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.3,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,1.1,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,3.7,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,4.6,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,2.5,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,4.7,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,1.4,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,1.8,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,2.4,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,2.7,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,1.6,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,1.6,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,2.7,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,1.9,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.2,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Formaldehyde,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,4.5,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,2.5,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,4.2,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,1.9,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,3.1,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,1.8,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,3.0,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,6.3,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,4.2,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,2.3,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Formaldehyde,3.0,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.5,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,1.3,mcg/m3,2005-01-01,Staten Island,40.5795,-74.1502
Outdoor Air Toxics - Benzene,2.2,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.4,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Benzene,3.9,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.2,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,4.9,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Benzene,3.7,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,2.8,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,5.3,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,4.0,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,3.9,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,2.9,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,5.0,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,2.0,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.5,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Benzene,3.0,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,3.3,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Benzene,3.0,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,3.5,mcg/m3,2005-01-01,Bronx,40.8448,-73.8648
Outdoor Air Toxics - Formaldehyde,4.2,mcg/m3,2005-01-01,Manhattan,40.7831,-73.9712
Outdoor Air Toxics - Formaldehyde,2.8,mcg/m3,2005-01-01,Brooklyn,40.6782,-73.9442
Outdoor Air Toxics - Formaldehyde,2.4,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Outdoor Air Toxics - Formaldehyde,2.7,mcg/m3,2005-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),16.5,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.6,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),25.0,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.8,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),15.5,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.8,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),36.3,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.0,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),41.3,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),26.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),27.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.3,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),25.2,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),34.3,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),27.9,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.6,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),27.1,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),23.2,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),23.6,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.3,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),24.1,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.0,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.5,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.5,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.6,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.7,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),41.3,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),15.0,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),14.7,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),30.0,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),27.6,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),22.4,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.1,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),25.6,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.8,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.8,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),31.2,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),24.4,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),29.2,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),26.3,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.7,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.9,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.9,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),9.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),22.2,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.9,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.9,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.5,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),10.5,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),23.4,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),28.6,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.7,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.1,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),24.1,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),28.0,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.5,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),12.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),16.4,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),26.5,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),27.7,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),39.9,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),30.0,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),33.9,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.0,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),25.8,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),34.2,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.7,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.2,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.2,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),27.8,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),24.1,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.4,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),28.2,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),32.6,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.8,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.7,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),29.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),50.6,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.0,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.4,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),33.6,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),37.7,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.5,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),10.7,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),9.6,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),10.2,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.3,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.5,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.7,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),24.8,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),39.7,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),32.8,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.4,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),29.5,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),36.4,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.0,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),31.9,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.4,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),11.0,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),34.5,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.2,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),25.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),26.4,ppb,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.7,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),25.7,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),34.1,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),32.0,ppb,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.4,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),31.7,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.1,mcg/m3,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),12.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),27.1,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.5,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.6,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),15.1,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),28.1,ppb,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.6,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),31.4,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.1,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.4,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),27.0,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),9.7,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.5,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),36.6,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.1,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),25.9,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.2,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),25.3,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),23.4,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.2,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),18.8,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),23.3,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),11.6,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),10.0,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.7,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),32.4,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),25.9,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.6,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),10.5,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),14.7,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),30.7,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),32.2,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.5,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),15.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),36.7,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.8,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.9,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.4,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.3,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),27.3,ppb,2008-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),15.2,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),36.4,ppb,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),9.8,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.6,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.6,mcg/m3,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),27.7,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.2,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),30.5,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.6,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.9,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.5,ppb,2008-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),12.2,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.0,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.4,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.3,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.2,mcg/m3,2008-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),29.9,ppb,2008-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.1,mcg/m3,2008-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.1,mcg/m3,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),24.8,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),28.2,ppb,2008-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),29.7,ppb,2008-12-01,Brooklyn,40.6782,-73.9442
